Transaction ID,Customer ID,Purchase Date,Age,Gender,Location,Online/Offline,Online Store,Category,Item Purchased,Brand,Color,Size,Quantity,Purchase Amount (₹),Discount (%),Festival/Sale,Shipping Charge (₹),Delivery Speed,Delivery Time (Days),Subscription Status,Payment Method,Review Rating,Return Status,Previous Purchases,Frequency of Purchases,Year,Month Number,Month,Year-Month,Quarter,Day of Week,Age Group,Returned,Subscribed,Online Purchase,Sale Purchase,Average Amount per Item (₹),Has Discount,Has Shipping Charge
TXN502163,CUST001783,2024-05-15,44,Male,Chandigarh,Online,Flipkart,Clothing,Jacket,H&M,Black,S,4,14487,1,Standard Day,40,Standard,3,No,Debit Card,4,Returned,5,Quarterly,2024,5,May,2024-05,Q2,Wednesday,35-44,True,False,True,False,3621.75,True,True
TXN502164,CUST002389,2023-08-17,54,Other,Kolkata,Offline,In-Store Purchase,Footwear,Sneakers,Puma,Blue,6,2,20102,19,In-Store Festival Offer,0,N/A (Offline),0,No,Cash,4,Not Returned,0,Rarely,2023,8,August,2023-08,Q3,Thursday,45-54,False,False,False,True,10051.0,True,False
TXN502165,CUST003330,2024-07-30,46,Female,Bhubaneswar,Online,Meesho,Accessories,Backpack,Tommy Hilfiger,White,Free Size,1,7640,1,Standard Day,0,Standard,7,Yes,UPI,3,Not Returned,4,Quarterly,2024,7,July,2024-07,Q3,Tuesday,45-54,False,True,True,False,7640.0,True,False
TXN502166,CUST003063,2023-08-29,53,Male,Pune,Offline,In-Store Purchase,Footwear,Sneakers,Adidas,Navy,8,1,17310,25,In-Store Festival Offer,0,N/A (Offline),0,No,Credit Card,4,Not Returned,14,Monthly,2023,8,August,2023-08,Q3,Tuesday,45-54,False,False,False,True,17310.0,True,False
TXN502167,CUST000446,2024-03-13,38,Female,Ahmedabad,Online,Flipkart,Clothing,Shorts,HRX,Navy,XL,2,1227,4,Standard Day,0,Express,1,No,UPI,4,Not Returned,19,Fortnightly,2024,3,March,2024-03,Q1,Wednesday,35-44,False,False,True,False,613.5,True,False
TXN502168,CUST003250,2023-12-04,22,Female,Noida,Online,Flipkart,Clothing,Shorts,Adidas,Beige,XS,1,1112,14,Standard Day,0,Standard,7,No,UPI,3,Not Returned,1,Rarely,2023,12,December,2023-12,Q4,Monday,18-24,False,False,True,False,1112.0,True,False
TXN502169,CUST001125,2023-02-20,18,Male,Nagpur,Online,Amazon,Clothing,Trousers,Zara,Red,XL,2,7300,11,Standard Day,0,Express,1,Yes,Cash on Delivery,5,Not Returned,1,Rarely,2023,2,February,2023-02,Q1,Monday,18-24,False,True,True,False,3650.0,True,False
TXN502170,CUST001358,2023-03-05,22,Male,Kolkata,Online,Myntra,Accessories,Wallet,Wildcraft,White,Free Size,2,2356,5,Standard Day,40,Standard,7,No,Debit Card,3,Not Returned,56,Weekly,2023,3,March,2023-03,Q1,Sunday,18-24,False,False,True,False,1178.0,True,True
TXN502171,CUST000887,2024-03-03,45,Female,Chandigarh,Offline,In-Store Purchase,Clothing,Saree,FabIndia,Navy,XL,1,2772,6,Standard Day,0,N/A (Offline),0,No,Credit Card,3,Returned,6,Monthly,2024,3,March,2024-03,Q1,Sunday,45-54,True,False,False,False,2772.0,True,False
TXN502172,CUST000267,2024-05-04,30,Female,Bangalore,Offline,In-Store Purchase,Clothing,Jacket,Adidas,Grey,S,1,2540,6,Standard Day,0,N/A (Offline),0,Yes,Cash,4,Not Returned,3,Monthly,2024,5,May,2024-05,Q2,Saturday,25-34,False,True,False,False,2540.0,True,False
TXN502173,CUST003417,2023-08-22,63,Female,Patna,Online,Amazon,Clothing,Shorts,Nike,Brown,XS,3,10474,5,Standard Day,0,Standard,4,No,Debit Card,3,Returned,1,Rarely,2023,8,August,2023-08,Q3,Tuesday,55-64,True,False,True,False,3491.3333333333335,True,False
TXN502174,CUST001466,2023-11-26,38,Female,Patna,Online,Ajio,Clothing,Shirt,H&M,Grey,S,1,1132,12,Standard Day,0,Same Day,0,Yes,Credit Card,4,Not Returned,20,Fortnightly,2023,11,November,2023-11,Q4,Sunday,35-44,False,True,True,False,1132.0,True,False
TXN502175,CUST003312,2024-08-07,24,Male,Gurgaon,Online,Myntra,Footwear,Sandals,Zara,Brown,10,1,1454,10,Standard Day,0,Express,2,No,UPI,4,Not Returned,18,Weekly,2024,8,August,2024-08,Q3,Wednesday,18-24,False,False,True,False,1454.0,True,False
TXN502176,CUST000627,2023-05-04,54,Female,Mumbai,Online,Nykaa,Clothing,Jacket,Zara,White,L,1,7464,2,Standard Day,0,Standard,4,Yes,Credit Card,3,Returned,5,Weekly,2023,5,May,2023-05,Q2,Thursday,45-54,True,True,True,False,7464.0,True,False
TXN502177,CUST001297,2023-06-22,51,Female,Kolkata,Online,Meesho,Clothing,Jacket,Nike,Grey,S,2,13868,0,Standard Day,99,Express,2,No,UPI,4,Not Returned,8,Monthly,2023,6,June,2023-06,Q2,Thursday,45-54,False,False,True,False,6934.0,False,True
TXN502178,CUST001998,2023-07-04,57,Male,Kochi,Online,Ajio,Footwear,Running Shoes,Nike,Beige,10,1,12271,3,Standard Day,99,Standard,4,No,UPI,4,Not Returned,4,Quarterly,2023,7,July,2023-07,Q3,Tuesday,55-64,False,False,True,False,12271.0,True,True
TXN502179,CUST000490,2023-07-24,57,Other,Noida,Online,Nykaa,Footwear,Sneakers,HRX,White,11,2,25695,7,Standard Day,0,Standard,5,Yes,UPI,3,Not Returned,33,Weekly,2023,7,July,2023-07,Q3,Monday,55-64,False,True,True,False,12847.5,True,False
TXN502180,CUST003357,2023-01-04,56,Female,Kolkata,Online,Meesho,Accessories,Cap,Fastrack,Red,Free Size,1,438,8,Standard Day,40,Express,1,No,UPI,4,Not Returned,8,Monthly,2023,1,January,2023-01,Q1,Wednesday,55-64,False,False,True,False,438.0,True,True
TXN502181,CUST001104,2023-05-17,37,Male,Bhubaneswar,Online,Flipkart,Clothing,T-shirt,Nike,Navy,M,2,5434,4,Standard Day,0,Standard,6,Yes,Cash on Delivery,2,Not Returned,36,Weekly,2023,5,May,2023-05,Q2,Wednesday,35-44,False,True,True,False,2717.0,True,False
TXN502182,CUST003155,2024-09-09,53,Female,Kolkata,Online,Ajio,Footwear,Boots,Hush Puppies,Brown,9,3,37044,7,Standard Day,0,Express,1,Yes,Debit Card,4,Not Returned,47,Weekly,2024,9,September,2024-09,Q3,Monday,45-54,False,True,True,False,12348.0,True,False
TXN502183,CUST001708,2024-06-04,18,Male,Bangalore,Online,Meesho,Clothing,Shorts,Max,Red,S,1,549,4,Standard Day,0,Express,2,No,Cash on Delivery,2,Not Returned,13,Monthly,2024,6,June,2024-06,Q2,Tuesday,18-24,False,False,True,False,549.0,True,False
TXN502184,CUST002121,2023-09-12,22,Female,Bhubaneswar,Online,Myntra,Footwear,Sandals,Zara,Green,7,1,3911,11,Standard Day,0,Standard,6,No,Credit Card,3,Not Returned,5,Quarterly,2023,9,September,2023-09,Q3,Tuesday,18-24,False,False,True,False,3911.0,True,False
TXN502185,CUST002641,2024-01-31,18,Male,Patna,Offline,In-Store Purchase,Footwear,Heels,Max,Red,9,3,3366,13,In-Store Festival Offer,0,N/A (Offline),0,Yes,UPI,3,Not Returned,14,Fortnightly,2024,1,January,2024-01,Q1,Wednesday,18-24,False,True,False,True,1122.0,True,False
TXN502186,CUST000571,2023-09-16,43,Male,Indore,Offline,In-Store Purchase,Clothing,Saree,FabIndia,Grey,L,1,11692,0,Standard Day,0,N/A (Offline),0,No,UPI,5,Not Returned,20,Fortnightly,2023,9,September,2023-09,Q3,Saturday,35-44,False,False,False,False,11692.0,False,False
TXN502187,CUST000863,2023-03-03,64,Male,Hyderabad,Online,Amazon,Clothing,Jacket,Adidas,Blue,XXL,1,5058,12,Standard Day,60,Express,1,No,UPI,4,Not Returned,30,Weekly,2023,3,March,2023-03,Q1,Friday,55-64,False,False,True,False,5058.0,True,True
TXN502188,CUST002295,2023-09-22,42,Male,Pune,Online,Myntra,Accessories,Socks,Tommy Hilfiger,Blue,Free Size,2,1020,3,Standard Day,0,Standard,5,Yes,UPI,5,Not Returned,0,Rarely,2023,9,September,2023-09,Q3,Friday,35-44,False,True,True,False,510.0,True,False
TXN502189,CUST000155,2024-06-25,47,Male,Bhubaneswar,Online,Nykaa,Clothing,Jeans,Levis,Navy,XS,1,3159,14,Standard Day,0,Same Day,0,No,UPI,3,Not Returned,10,Fortnightly,2024,6,June,2024-06,Q2,Tuesday,45-54,False,False,True,False,3159.0,True,False
TXN502190,CUST003069,2023-06-05,18,Male,Nagpur,Online,Flipkart,Footwear,Running Shoes,Adidas,Olive,8,1,19262,14,Standard Day,0,Standard,6,Yes,Debit Card,3,Returned,3,Quarterly,2023,6,June,2023-06,Q2,Monday,18-24,True,True,True,False,19262.0,True,False
TXN502191,CUST000437,2023-04-15,64,Male,Kolkata,Online,Meesho,Clothing,Saree,FabIndia,White,XS,2,21324,8,Standard Day,0,Express,2,Yes,UPI,4,Not Returned,2,Quarterly,2023,4,April,2023-04,Q2,Saturday,55-64,False,True,True,False,10662.0,True,False
TXN502192,CUST003389,2023-01-26,25,Female,Ahmedabad,Online,Myntra,Accessories,Wallet,Wildcraft,Grey,Free Size,1,1608,1,Standard Day,40,Standard,4,No,Credit Card,3,Not Returned,14,Monthly,2023,1,January,2023-01,Q1,Thursday,25-34,False,False,True,False,1608.0,True,True
TXN502193,CUST002779,2023-12-15,59,Male,Lucknow,Offline,In-Store Purchase,Footwear,Sandals,Zara,Olive,10,2,2473,8,Standard Day,0,N/A (Offline),0,No,Cash,3,Not Returned,44,Weekly,2023,12,December,2023-12,Q4,Friday,55-64,False,False,False,False,1236.5,True,False
TXN502194,CUST002636,2023-12-09,24,Female,Patna,Offline,In-Store Purchase,Clothing,Jacket,H&M,Grey,XS,2,10948,6,Standard Day,0,N/A (Offline),0,Yes,UPI,4,Not Returned,3,Quarterly,2023,12,December,2023-12,Q4,Saturday,18-24,False,True,False,False,5474.0,True,False
TXN502195,CUST002047,2024-02-19,34,Male,Bangalore,Online,Ajio,Clothing,T-shirt,Max,Grey,XL,4,2038,11,Standard Day,0,Standard,5,Yes,Debit Card,4,Not Returned,54,Weekly,2024,2,February,2024-02,Q1,Monday,25-34,False,True,True,False,509.5,True,False
TXN502196,CUST002910,2024-02-25,48,Female,Ahmedabad,Online,Flipkart,Accessories,Wallet,Fastrack,Red,Free Size,3,1602,7,Standard Day,0,Express,1,Yes,UPI,3,Not Returned,32,Weekly,2024,2,February,2024-02,Q1,Sunday,45-54,False,True,True,False,534.0,True,False
TXN502197,CUST002005,2023-12-21,35,Female,Delhi,Offline,In-Store Purchase,Footwear,Running Shoes,Puma,Blue,11,1,11102,7,Standard Day,0,N/A (Offline),0,Yes,UPI,3,Not Returned,11,Fortnightly,2023,12,December,2023-12,Q4,Thursday,35-44,False,True,False,False,11102.0,True,False
TXN502198,CUST000966,2024-04-04,35,Male,Mumbai,Online,Amazon,Footwear,Slippers,Hush Puppies,Olive,8,3,3321,15,Standard Day,0,Express,2,No,UPI,4,Returned,1,Quarterly,2024,4,April,2024-04,Q2,Thursday,35-44,True,False,True,False,1107.0,True,False
TXN502199,CUST001278,2024-12-27,38,Male,Pune,Online,Ajio,Clothing,Kurta,Biba,Blue,XXL,1,3279,1,Standard Day,0,Express,2,No,UPI,5,Not Returned,9,Monthly,2024,12,December,2024-12,Q4,Friday,35-44,False,False,True,False,3279.0,True,False
TXN502200,CUST000252,2023-01-18,46,Female,Bhubaneswar,Online,Meesho,Clothing,T-shirt,Nike,Grey,XL,3,8817,8,Standard Day,99,Same Day,0,No,Debit Card,3,Not Returned,21,Fortnightly,2023,1,January,2023-01,Q1,Wednesday,45-54,False,False,True,False,2939.0,True,True
TXN502201,CUST001328,2024-06-05,56,Female,Gurgaon,Online,Nykaa,Footwear,Boots,Bata,Blue,9,1,4583,0,Standard Day,0,Standard,6,No,Cash on Delivery,2,Not Returned,60,Weekly,2024,6,June,2024-06,Q2,Wednesday,55-64,False,False,True,False,4583.0,False,False
TXN502202,CUST001981,2024-06-12,61,Male,Jaipur,Online,Nykaa,Clothing,Kurta,Max,Brown,XL,1,883,11,Standard Day,0,Standard,5,Yes,Credit Card,3,Returned,12,Monthly,2024,6,June,2024-06,Q2,Wednesday,55-64,True,True,True,False,883.0,True,False
TXN502203,CUST002758,2024-12-23,59,Female,Pune,Online,Amazon,Footwear,Boots,Zara,Blue,8,2,19857,12,Standard Day,0,Standard,6,No,UPI,3,Returned,4,Quarterly,2024,12,December,2024-12,Q4,Monday,55-64,True,False,True,False,9928.5,True,False
TXN502204,CUST002700,2023-12-06,23,Female,Ahmedabad,Offline,In-Store Purchase,Footwear,Slippers,Hush Puppies,Red,10,1,1216,1,Standard Day,0,N/A (Offline),0,Yes,Credit Card,5,Not Returned,43,Weekly,2023,12,December,2023-12,Q4,Wednesday,18-24,False,True,False,False,1216.0,True,False
TXN502205,CUST000707,2023-07-17,18,Male,Nagpur,Online,Meesho,Clothing,Kurta,Max,White,XL,1,674,5,Standard Day,40,Express,2,No,Credit Card,4,Not Returned,0,Rarely,2023,7,July,2023-07,Q3,Monday,18-24,False,False,True,False,674.0,True,True
TXN502206,CUST002199,2024-07-28,24,Female,Ahmedabad,Online,Meesho,Clothing,Jacket,Max,Olive,XS,2,3628,1,Standard Day,99,Standard,4,No,UPI,3,Returned,21,Weekly,2024,7,July,2024-07,Q3,Sunday,18-24,True,False,True,False,1814.0,True,True
TXN502207,CUST001945,2024-08-06,61,Male,Gurgaon,Online,Ajio,Accessories,Belt,Puma,Brown,S,1,1548,3,Standard Day,0,Standard,7,Yes,Debit Card,3,Not Returned,39,Weekly,2024,8,August,2024-08,Q3,Tuesday,55-64,False,True,True,False,1548.0,True,False
TXN502208,CUST001319,2024-01-15,46,Female,Pune,Online,Meesho,Clothing,Kurta,Biba,Navy,S,1,2527,12,Standard Day,0,Standard,6,Yes,Debit Card,3,Not Returned,1,Rarely,2024,1,January,2024-01,Q1,Monday,45-54,False,True,True,False,2527.0,True,False
TXN502209,CUST000535,2024-12-12,39,Female,Hyderabad,Online,Meesho,Footwear,Sandals,Max,Red,8,1,1248,1,Standard Day,0,Standard,6,No,Net Banking,2,Not Returned,17,Fortnightly,2024,12,December,2024-12,Q4,Thursday,35-44,False,False,True,False,1248.0,True,False
TXN502210,CUST000766,2023-07-18,64,Female,Chennai,Online,Meesho,Clothing,Kurta,FabIndia,Green,XS,1,2904,9,Standard Day,0,Standard,4,No,Credit Card,4,Not Returned,30,Fortnightly,2023,7,July,2023-07,Q3,Tuesday,55-64,False,False,True,False,2904.0,True,False
TXN502211,CUST001194,2024-11-11,35,Male,Chandigarh,Online,Nykaa,Clothing,Hoodie,Nike,Brown,XS,1,6523,0,Standard Day,0,Standard,4,Yes,Debit Card,3,Not Returned,4,Quarterly,2024,11,November,2024-11,Q4,Monday,35-44,False,True,True,False,6523.0,False,False
TXN502212,CUST001450,2023-07-06,35,Male,Kochi,Online,Flipkart,Footwear,Heels,Max,Grey,10,1,1526,4,Standard Day,0,Express,1,No,UPI,3,Returned,6,Monthly,2023,7,July,2023-07,Q3,Thursday,35-44,True,False,True,False,1526.0,True,False
TXN502213,CUST003123,2023-03-13,23,Female,Visakhapatnam,Online,Amazon,Clothing,Saree,FabIndia,White,M,1,5902,14,Standard Day,60,Express,2,No,Credit Card,4,Not Returned,14,Fortnightly,2023,3,March,2023-03,Q1,Monday,18-24,False,False,True,False,5902.0,True,True
TXN502214,CUST000620,2024-07-02,54,Male,Chennai,Offline,In-Store Purchase,Clothing,Saree,Max,Navy,S,1,1423,8,Standard Day,0,N/A (Offline),0,No,Credit Card,3,Not Returned,13,Weekly,2024,7,July,2024-07,Q3,Tuesday,45-54,False,False,False,False,1423.0,True,False
TXN502215,CUST000754,2024-10-24,41,Female,Patna,Online,Myntra,Clothing,Jacket,Adidas,Brown,XL,1,7940,3,Standard Day,40,Standard,7,No,Debit Card,3,Not Returned,0,Rarely,2024,10,October,2024-10,Q4,Thursday,35-44,False,False,True,False,7940.0,True,True
TXN502216,CUST003045,2024-02-23,26,Female,Chandigarh,Offline,In-Store Purchase,Accessories,Sunglasses,Fastrack,Navy,Free Size,1,1520,3,Standard Day,0,N/A (Offline),0,Yes,Cash,3,Not Returned,0,Quarterly,2024,2,February,2024-02,Q1,Friday,25-34,False,True,False,False,1520.0,True,False
TXN502217,CUST001345,2023-09-26,26,Male,Noida,Offline,In-Store Purchase,Clothing,Saree,FabIndia,Green,S,1,10064,2,Standard Day,0,N/A (Offline),0,Yes,UPI,3,Not Returned,4,Quarterly,2023,9,September,2023-09,Q3,Tuesday,25-34,False,True,False,False,10064.0,True,False
TXN502218,CUST001145,2023-10-16,34,Male,Mumbai,Online,Flipkart,Clothing,T-shirt,H&M,Brown,XS,1,917,5,Standard Day,60,Express,2,No,Wallet,5,Not Returned,5,Quarterly,2023,10,October,2023-10,Q4,Monday,25-34,False,False,True,False,917.0,True,True
TXN502219,CUST001077,2023-03-24,39,Male,Bhubaneswar,Online,Ajio,Clothing,Shorts,Adidas,Navy,XL,1,2166,6,Standard Day,0,Standard,3,No,Wallet,4,Not Returned,44,Weekly,2023,3,March,2023-03,Q1,Friday,35-44,False,False,True,False,2166.0,True,False
TXN502220,CUST002542,2024-07-29,27,Female,Hyderabad,Offline,In-Store Purchase,Footwear,Running Shoes,Puma,Green,10,1,8944,8,Standard Day,0,N/A (Offline),0,No,UPI,4,Returned,4,Quarterly,2024,7,July,2024-07,Q3,Monday,25-34,True,False,False,False,8944.0,True,False
TXN502221,CUST000822,2023-07-16,39,Female,Chandigarh,Online,Meesho,Clothing,Hoodie,HRX,Beige,XS,1,2800,2,Standard Day,0,Standard,6,Yes,UPI,2,Returned,58,Weekly,2023,7,July,2023-07,Q3,Sunday,35-44,True,True,True,False,2800.0,True,False
TXN502222,CUST001704,2023-01-06,30,Female,Lucknow,Offline,In-Store Purchase,Footwear,Running Shoes,Adidas,Beige,9,2,29332,22,In-Store Festival Offer,0,N/A (Offline),0,No,Cash,4,Returned,36,Weekly,2023,1,January,2023-01,Q1,Friday,25-34,True,False,False,True,14666.0,True,False
TXN502223,CUST002083,2023-08-08,19,Male,Patna,Offline,In-Store Purchase,Footwear,Formal Shoes,Hush Puppies,Red,6,1,5088,17,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,4,Not Returned,55,Weekly,2023,8,August,2023-08,Q3,Tuesday,18-24,False,False,False,True,5088.0,True,False
TXN502224,CUST000027,2023-04-28,19,Female,Kochi,Online,Myntra,Clothing,Jeans,Levis,Red,XXL,2,5406,12,Standard Day,0,Standard,3,No,Cash on Delivery,5,Not Returned,4,Quarterly,2023,4,April,2023-04,Q2,Friday,18-24,False,False,True,False,2703.0,True,False
TXN502225,CUST002606,2023-03-01,51,Male,Bhubaneswar,Online,Ajio,Clothing,Hoodie,HRX,Grey,XL,1,1132,15,Standard Day,60,Same Day,0,No,Debit Card,4,Not Returned,64,Weekly,2023,3,March,2023-03,Q1,Wednesday,45-54,False,False,True,False,1132.0,True,True
TXN502226,CUST003364,2023-05-22,19,Female,Indore,Online,Ajio,Accessories,Sunglasses,Fastrack,Beige,Free Size,1,3985,4,Standard Day,0,Standard,7,Yes,Debit Card,3,Returned,10,Fortnightly,2023,5,May,2023-05,Q2,Monday,18-24,True,True,True,False,3985.0,True,False
TXN502227,CUST003421,2023-10-14,57,Female,Patna,Online,Meesho,Footwear,Slippers,Max,Red,9,2,972,12,Standard Day,60,Same Day,0,No,Cash on Delivery,3,Not Returned,4,Quarterly,2023,10,October,2023-10,Q4,Saturday,55-64,False,False,True,False,486.0,True,True
TXN502228,CUST001675,2024-11-16,60,Male,Kochi,Offline,In-Store Purchase,Accessories,Belt,Levis,Olive,M,2,4458,19,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,4,Not Returned,0,Rarely,2024,11,November,2024-11,Q4,Saturday,55-64,False,False,False,True,2229.0,True,False
TXN502229,CUST003377,2023-11-15,22,Male,Patna,Offline,In-Store Purchase,Footwear,Running Shoes,Adidas,Brown,10,1,13958,17,In-Store Festival Offer,0,N/A (Offline),0,Yes,UPI,4,Not Returned,19,Fortnightly,2023,11,November,2023-11,Q4,Wednesday,18-24,False,True,False,True,13958.0,True,False
TXN502230,CUST000679,2024-01-21,57,Male,Patna,Online,Ajio,Clothing,Hoodie,Adidas,Navy,XL,4,6792,11,Standard Day,0,Express,2,No,Cash on Delivery,4,Not Returned,9,Fortnightly,2024,1,January,2024-01,Q1,Sunday,55-64,False,False,True,False,1698.0,True,False
TXN502231,CUST002976,2023-08-23,50,Male,Noida,Online,Myntra,Accessories,Backpack,Tommy Hilfiger,White,Free Size,1,3740,10,Standard Day,0,Standard,7,No,Cash on Delivery,2,Not Returned,3,Quarterly,2023,8,August,2023-08,Q3,Wednesday,45-54,False,False,True,False,3740.0,True,False
TXN502232,CUST003146,2024-06-15,63,Male,Ahmedabad,Offline,In-Store Purchase,Clothing,Jeans,Roadster,Beige,XXL,1,1988,4,Standard Day,0,N/A (Offline),0,No,UPI,2,Not Returned,37,Weekly,2024,6,June,2024-06,Q2,Saturday,55-64,False,False,False,False,1988.0,True,False
TXN502233,CUST001773,2023-01-08,44,Female,Indore,Offline,In-Store Purchase,Clothing,T-shirt,Puma,Blue,XXL,2,4070,26,In-Store Festival Offer,0,N/A (Offline),0,No,Credit Card,4,Returned,2,Quarterly,2023,1,January,2023-01,Q1,Sunday,35-44,True,False,False,True,2035.0,True,False
TXN502234,CUST001180,2023-10-27,27,Female,Chandigarh,Online,Myntra,Clothing,T-shirt,Puma,Beige,S,1,1427,12,Standard Day,60,Standard,4,No,Cash on Delivery,4,Not Returned,11,Monthly,2023,10,October,2023-10,Q4,Friday,25-34,False,False,True,False,1427.0,True,True
TXN502235,CUST001100,2024-04-24,34,Male,Gurgaon,Online,Myntra,Clothing,Jacket,Adidas,Black,S,1,7826,15,Standard Day,40,Standard,6,No,UPI,3,Not Returned,0,Rarely,2024,4,April,2024-04,Q2,Wednesday,25-34,False,False,True,False,7826.0,True,True
TXN502236,CUST001118,2023-06-29,41,Male,Chandigarh,Offline,In-Store Purchase,Footwear,Running Shoes,Puma,Grey,6,1,5752,1,Standard Day,0,N/A (Offline),0,No,UPI,4,Not Returned,44,Weekly,2023,6,June,2023-06,Q2,Thursday,35-44,False,False,False,False,5752.0,True,False
TXN502237,CUST000796,2023-06-05,56,Female,Lucknow,Online,Flipkart,Footwear,Sneakers,Nike,Grey,6,1,12870,12,Standard Day,0,Express,2,No,UPI,4,Not Returned,4,Quarterly,2023,6,June,2023-06,Q2,Monday,55-64,False,False,True,False,12870.0,True,False
TXN502238,CUST002807,2024-07-24,30,Female,Lucknow,Online,Amazon,Accessories,Sunglasses,Tommy Hilfiger,Green,Free Size,1,10642,1,Standard Day,0,Express,1,Yes,Debit Card,4,Not Returned,30,Weekly,2024,7,July,2024-07,Q3,Wednesday,25-34,False,True,True,False,10642.0,True,False
TXN502239,CUST000472,2023-10-22,24,Male,Patna,Online,Amazon,Footwear,Sneakers,Puma,Black,10,3,7454,7,Standard Day,0,Express,2,Yes,UPI,3,Returned,24,Fortnightly,2023,10,October,2023-10,Q4,Sunday,18-24,True,True,True,False,2484.6666666666665,True,False
TXN502240,CUST001085,2023-04-04,51,Male,Indore,Online,Meesho,Accessories,Bag,Fastrack,Olive,Free Size,3,4521,12,Standard Day,60,Express,2,No,Debit Card,2,Returned,6,Monthly,2023,4,April,2023-04,Q2,Tuesday,45-54,True,False,True,False,1507.0,True,True
TXN502241,CUST001675,2023-09-21,60,Male,Kochi,Online,Meesho,Footwear,Boots,Hush Puppies,Green,8,1,14241,5,Standard Day,40,Standard,4,No,Credit Card,3,Not Returned,1,Rarely,2023,9,September,2023-09,Q3,Thursday,55-64,False,False,True,False,14241.0,True,True
TXN502242,CUST003149,2024-12-10,18,Other,Patna,Online,Ajio,Footwear,Running Shoes,Puma,Beige,9,1,3921,8,Standard Day,0,Standard,7,Yes,UPI,3,Not Returned,10,Monthly,2024,12,December,2024-12,Q4,Tuesday,18-24,False,True,True,False,3921.0,True,False
TXN502243,CUST001883,2024-06-22,43,Female,Chennai,Online,Ajio,Accessories,Belt,Tommy Hilfiger,Red,Free Size,4,13300,11,Standard Day,0,Standard,5,Yes,UPI,4,Not Returned,7,Monthly,2024,6,June,2024-06,Q2,Saturday,35-44,False,True,True,False,3325.0,True,False
TXN502244,CUST000101,2023-08-03,18,Female,Noida,Online,Flipkart,Footwear,Running Shoes,Nike,Grey,8,2,36687,14,Independence Day Sale,40,Express,1,No,UPI,5,Not Returned,30,Weekly,2023,8,August,2023-08,Q3,Thursday,18-24,False,False,True,True,18343.5,True,True
TXN502245,CUST002364,2023-09-28,47,Female,Patna,Online,Nykaa,Clothing,Jacket,HRX,Grey,XL,3,5680,7,Standard Day,0,Express,2,Yes,UPI,2,Not Returned,46,Weekly,2023,9,September,2023-09,Q3,Thursday,45-54,False,True,True,False,1893.3333333333333,True,False
TXN502246,CUST001995,2023-10-13,60,Female,Bangalore,Online,Flipkart,Footwear,Sneakers,Puma,Black,11,2,37366,15,Standard Day,60,Standard,3,No,UPI,4,Not Returned,0,Rarely,2023,10,October,2023-10,Q4,Friday,55-64,False,False,True,False,18683.0,True,True
TXN502247,CUST000718,2023-12-23,25,Male,Bangalore,Online,Myntra,Accessories,Wallet,Puma,Beige,Free Size,1,2963,8,Standard Day,40,Express,1,Yes,UPI,4,Not Returned,28,Fortnightly,2023,12,December,2023-12,Q4,Saturday,25-34,False,True,True,False,2963.0,True,True
TXN502248,CUST001145,2024-11-28,34,Male,Mumbai,Online,Amazon,Clothing,T-shirt,HRX,Green,XL,1,359,24,Diwali Sale,0,Express,2,No,Debit Card,2,Returned,4,Quarterly,2024,11,November,2024-11,Q4,Thursday,25-34,True,False,True,True,359.0,True,False
TXN502249,CUST002363,2023-02-07,20,Female,Patna,Offline,In-Store Purchase,Clothing,Saree,FabIndia,White,XL,1,6624,7,Standard Day,0,N/A (Offline),0,Yes,Cash,4,Not Returned,11,Monthly,2023,2,February,2023-02,Q1,Tuesday,18-24,False,True,False,False,6624.0,True,False
TXN502250,CUST000663,2024-04-29,51,Female,Kolkata,Online,Ajio,Footwear,Sneakers,HRX,Navy,8,1,11221,10,Standard Day,60,Express,1,No,UPI,3,Not Returned,2,Quarterly,2024,4,April,2024-04,Q2,Monday,45-54,False,False,True,False,11221.0,True,True
TXN502251,CUST002462,2023-04-08,44,Female,Kochi,Online,Nykaa,Clothing,T-shirt,Puma,Green,L,1,1660,11,Standard Day,99,Standard,7,No,Debit Card,2,Not Returned,26,Fortnightly,2023,4,April,2023-04,Q2,Saturday,35-44,False,False,True,False,1660.0,True,True
TXN502252,CUST001694,2024-05-28,56,Male,Delhi,Online,Meesho,Accessories,Cap,Puma,Black,Free Size,1,1464,11,Standard Day,40,Standard,5,No,Debit Card,5,Not Returned,4,Quarterly,2024,5,May,2024-05,Q2,Tuesday,55-64,False,False,True,False,1464.0,True,True
TXN502253,CUST001531,2024-07-09,46,Male,Mumbai,Online,Flipkart,Footwear,Running Shoes,Nike,Grey,10,1,23984,10,Standard Day,60,Standard,5,No,Credit Card,4,Not Returned,19,Fortnightly,2024,7,July,2024-07,Q3,Tuesday,45-54,False,False,True,False,23984.0,True,True
TXN502254,CUST001930,2024-02-13,50,Other,Nagpur,Online,Flipkart,Clothing,Jacket,Adidas,Olive,XL,1,6318,2,Standard Day,0,Express,1,Yes,Credit Card,4,Returned,64,Weekly,2024,2,February,2024-02,Q1,Tuesday,45-54,True,True,True,False,6318.0,True,False
